DTM_NAME,sitename,quality,resolution,relat_le,triang_rms,cov_sqkm,n_pits_in_dtm,pit_names,n_rille_segments,n_unique_rilles,crater_per_km2,n_chain_strips,score_pits,score_rilles,score_crater_inv,score_quality,score_flagship,score_total
SCHRODVENT3,Schrödinger G Vent,good,5,2.83,0.291,237.67,0,,0,0,0.0,0,0,0,3.0,2,0,5.0
GIORDNBRNO6,Giordano Bruno,good,2,1.32,0.336,148.38,0,,0,0,0.0,0,0,0,3.0,2,0,5.0
CMPTNBELK3,Compton Belkovich 3,good,2,1.39,0.87,168.31,0,,0,0,0.0,0,0,0,3.0,2,0,5.0
SHACKRDGE02,Shackleton - de Gerlache Connecting Ridge,good,3,3.41,0.173,16.25,0,,0,0,0.0,0,0,0,3.0,2,0,5.0
MARIUS,Marius,good,2,0.95,0.513,387.84,0,,0,0,0.0025783828382838284,0,0,0,2.997476081877851,2,0,4.997476081877851
KINGCRATER3,King Crater,good,2,1.45,0.559,188.88,0,,0,0,0.0052943667937314694,0,0,0,2.994817469268878,2,0,4.994817469268877
ARISTARCH10,Aristarchus,good,3,1.8,0.504,374.06,0,,0,0,0.005346735817783243,0,0,0,2.994766206466907,2,0,4.994766206466907
MOOREF2,Moore F,good,2,1.35,0.199,146.22,0,,0,0,0.00683900971139379,0,0,0,2.9933054547634086,2,0,4.993305454763409
MRECRISIUM3,Mare Crisium 2,good,2,0.94,0.52,142.6,0,,0,0,0.007012622720897616,0,0,0,2.993135509084892,2,0,4.993135509084892
MARIUS4,Marius,good,2,0.85,0.513,134.17,0,,0,0,0.007453230975627935,0,0,0,2.992704208060711,2,0,4.992704208060712
LICHTENBER13,Lichtenberg,good,2,1.06,0.647,124.85,0,,0,0,0.008009611533840609,0,0,0,2.992159580260357,2,0,4.992159580260357
KINGCRATER4,King Crater,good,2,1.43,0.559,195.82,0,,0,0,0.01021346134204882,0,0,0,2.9900022836840527,2,0,4.990002283684053
TYCHOPK08,Tycho Central Peak,good,2,1.38,0.268,95.8,0,,0,0,0.010438413361169102,0,0,0,2.9897820834603923,2,0,4.989782083460392
TYCHOPK06,Tycho Central Peak,good,2,1.78,0.268,187.6,0,,0,0,0.010660980810234541,0,0,0,2.9895642174360937,2,0,4.989564217436094
GRUITHUISEN,Gruithuisen Domes,good,5,4.89,0.609,3524.12,0,,0,0,0.011066592511038217,2,0,0,2.9891671737127905,2,0,4.98916717371279
GIORDNBRN16,Giordano Bruno,good,3,1.66,0.338,332.16,0,,0,0,0.012042389210019266,1,0,0,2.9882119893485743,2,0,4.988211989348574
GIORDNBRNO5,Giordano Bruno,good,2,1.38,0.336,165.26,0,,0,0,0.012102142079148009,0,0,0,2.9881534986748832,2,0,4.988153498674883
GIORDNBRNO4,Giordano Bruno,good,2,1.33,0.336,163.27,0,,0,0,0.012249647822625099,0,0,0,2.9880091087830665,2,0,4.988009108783066
MREEXPLR,Mare Explorer,good,5,2.9975,0.284,792.4,0,,0,0,0.012619888944977285,2,0,0,2.987646688484422,2,0,4.987646688484422
GIORDNBRNO2,Giordano Bruno,good,2,1.37,0.336,155.05,0,,0,0,0.012899064817800709,0,0,0,2.9873734098098113,2,0,4.987373409809811
FRIGORIS,Mare Frigoris,good,7,4.97,0.548,1306.01,0,,0,0,0.013016745660446704,1,0,0,2.9872582148096845,2,0,4.9872582148096845
OCNSPRCLRM2,Oceanus Procellarum SW of Herodotus,good,5,2.59,0.179,719.7,0,,0,0,0.01389467833819647,2,0,0,2.9863988272267004,2,0,4.986398827226701
TYCHOPK03,Tycho Central Peak,good,2,1.39,0.268,142.17,0,,0,0,0.014067665470915102,0,0,0,2.986229494204201,2,0,4.986229494204201
NEWCRATER4,Unnamed New 30m Crater,good,3,1.75,0.264,213.23,0,,0,0,0.014069314824368054,1,0,0,2.986227879691023,2,0,4.9862278796910235
NFRIGORIS01,North Mare Frigoris,good,3,1.56,0.345,338.52,0,,0,0,0.014770176060498642,1,0,0,2.98554182316415,2,0,4.98554182316415
TYCHOPK02,Tycho Central Peak,good,2,1.71,0.268,189.3,0,,0,0,0.01584786053882726,1,0,0,2.9844869032568244,2,0,4.984486903256824
APOLLO17_6,Apollo 17,good,2,0.83,0.308,122.45,0,,0,0,0.016333197223356473,0,0,0,2.9840118186281033,2,0,4.984011818628103
LICHTENBER2,Lichtenberg,good,2,0.98,0.647,121.72,0,,0,0,0.01643115346697338,0,0,0,2.983915931572554,2,0,4.983915931572554
LARMORQ2,Larmor Q,good,2,1.69,0.558,174.23,0,,0,0,0.01721861906675085,0,0,0,2.9831451000775804,2,0,4.98314510007758
GIORDNBRN10,Giordano Bruno,good,3,2.62,0.336,569.49,0,,0,0,0.01755957084408857,1,0,0,2.9828113504276743,2,0,4.982811350427674
GIORDNBRNO3,Giordano Bruno,good,2,1.34,0.336,167.08,0,,0,0,0.017955470433325352,1,0,0,2.9824238136612213,2,0,4.982423813661221
IMPACTMELT2,Korolev X,good,2,1.41,0.231,165.64,0,,0,0,0.018111567254286406,0,0,0,2.9822710141663658,2,0,4.982271014166366
IMBRIUM2,Mare Imbrium,good,5,3.71,0.251,1028.67,0,,0,0,0.019442581197079725,3,0,0,2.9809681160237127,2,0,4.980968116023712
OCNSPRCLRM1,Oceanus Procellarum West of Herodotus,good,5,2.67,0.186,731.36,0,,0,0,0.02050973528768322,3,0,0,2.9799235040644607,2,0,4.979923504064461
RIMASHARP3,Rima Sharp,good,2,1.23,0.129,144.48,0,,0,0,0.020764119601328904,1,0,0,2.9796744932621597,2,0,4.979674493262159
CHANGE6,Chang'e 6 Landing Site,good,4,2.61,0.528,478.29,0,,0,0,0.020907817432938174,1,0,0,2.979533830845421,2,0,4.979533830845421
CRISIUMVOLC,Crisium Volcano,good,2,0.99,0.19,140.6,0,,0,0,0.021337126600284497,1,0,0,2.9791135902312718,2,0,4.979113590231272
ARISTARCH13,Aristarchus Crater East Rim,good,5,2.11,0.234,601.37,0,,0,0,0.021617307148677187,1,0,0,2.978839328103452,2,0,4.978839328103453
KINGCRATER2,King Crater,good,2,1.32,0.559,183.19,0,,0,0,0.021835253015994323,0,0,0,2.9786259860364783,2,0,4.978625986036478
MESSIER3,Messier Crater,good,2,1.34,0.377,136.66,0,,0,0,0.021952290355627103,1,0,0,2.9785114209462673,2,0,4.978511420946267
RIMASHARP,Rima Sharp,good,5,3.54,0.432,2003.97,0,,0,0,0.021956416513221257,3,0,0,2.978507381947957,2,0,4.978507381947956
LICHTENBER6,Lichtenberg,good,2,1.13,0.647,134.84,0,,0,0,0.022248590922574904,1,0,0,2.9782213793126435,2,0,4.978221379312643
NECHO1,Necho Crater,good,5,1.47,0.987,623.32,0,,0,0,0.022460373483924788,1,0,0,2.9780140703604547,2,0,4.978014070360455
LICHTENBER7,Lichtenberg,good,2,1.1,0.647,132.55,0,,0,0,0.022632968691059976,0,0,0,2.9778451209846613,2,0,4.977845120984661
RIMASHARP1,Rima Sharp,good,5,3.5,0.432,1041.62,0,,0,0,0.023041032238244274,3,0,0,2.9774456772067883,2,0,4.977445677206788
MARIUS3,Marius,good,2,0.91,0.513,128.28,0,,0,0,0.023386342376052385,1,0,0,2.9771076612606553,2,0,4.977107661260655
FRESHMELT,Fresh Impact Melt near Virtanen,good,2,1.52,1.23,340.92,0,,0,0,0.02346591575736243,1,0,0,2.977029768755265,2,0,4.977029768755266
SURVEYOR7,Surveyor 7,good,2,0.98,0.314,126.32,0,,0,0,0.023749208359721344,0,0,0,2.976752460311248,2,0,4.976752460311248
TYCHOPK07,Tycho Central Peak,good,2,2.38,0.268,240.89,0,,0,0,0.0249076341898792,1,0,0,2.97561850459975,2,0,4.975618504599749
HERODOMEGA1,Herodotus Omega Dome,good,3,1.41,0.654,398.75,0,,0,0,0.025078369905956112,1,0,0,2.9754513754358776,2,0,4.975451375435878
LICHTENBER12,Lichtenberg,good,2,1.11,0.647,118.28,0,,0,0,0.02536354413256679,1,0,0,2.9751722251142785,2,0,4.975172225114278
HPONDS5,Highland Ponds,good,2,1.293,0.507,151.77,0,,0,0,0.02635566976345786,1,0,0,2.9742010567439054,2,0,4.9742010567439054
RIMASHARP2,Rima Sharp,good,5,3.27,0.432,978.59,0,,0,0,0.026568838839554867,3,0,0,2.973992390565146,2,0,4.9739923905651455
BERESHEET1,Beresheet Impact Site,good,3,1.66,0.383,397.51,0,,0,0,0.027672259817363085,2,0,0,2.9729122778057455,2,0,4.9729122778057455
HARKHEBIH,Harkhebi H,good,2,2.0,0.0,144.33,0,,0,0,0.027714265918381484,1,0,0,2.9728711590246135,2,0,4.9728711590246135
TYCHOPK,Tycho Central Peak,good,2,2.38,0.535,1003.0,0,,0,0,0.028913260219341975,3,0,0,2.9716974917942798,2,0,4.97169749179428
MESSIER1,Messier Crater,good,5,2.18,0.377,643.57,0,,0,0,0.02952281803067265,2,0,0,2.971100810035593,2,0,4.971100810035593
A13SIVB,Apollo 13 SIVB Impact,good,2,0.86,0.152,134.25,0,,0,0,0.0297951582867784,1,0,0,2.9708342225848976,2,0,4.970834222584898
LICHTENBER9,Lichtenberg,good,2,1.11,0.647,132.38,0,,0,0,0.030216044719746187,1,0,0,2.9704222267866935,2,0,4.9704222267866935
IMBRIUM,Mare Imbrium,good,5,3.71,0.251,1984.98,0,,0,0,0.030227004806093763,3,0,0,2.9704114982167766,2,0,4.970411498216777
LICHTENBER8,Lichtenberg,good,2,1.12,0.647,129.58,0,,0,0,0.030868961259453615,1,0,0,2.9697831021918697,2,0,4.96978310219187
MARIUS7,Marius Hills,good,5,2.88,0.233,849.32,0,,0,0,0.03179013799274714,3,0,0,2.9688813840232795,2,0,4.9688813840232795
CARLINIFLOW,Flow boundary near Carlini K and E,good,3,1.54,0.564,376.75,0,,0,0,0.03185136031851361,2,0,0,2.9688214549331584,2,0,4.968821454933158
GRUITHUISE1,Gruithuisen Domes,good,2,0.77,0.609,122.32,0,,0,0,0.032701111837802485,1,0,0,2.967989653221243,2,0,4.9679896532212435
LICHTENBERG,Lichtenberg,good,2,1.13,0.647,1081.42,0,,0,0,0.03328956372177322,2,0,0,2.967413631556844,2,0,4.967413631556844
MESSIER,Messier Crater,good,5,2.18,0.377,1020.63,0,,0,0,0.033312757806452875,2,0,0,2.9673909274146273,2,0,4.967390927414627
ZIRKEL01,Dorsum Zirkel,good,3,2.16,0.337,269.99,0,,0,0,0.033334567946961,2,0,0,2.9673695779827054,2,0,4.967369577982705
MONSMORO,Mons Moro,good,5,1.88,0.189,532.74,0,,0,0,0.033787588692420316,2,0,0,2.966926126664229,2,0,4.966926126664228
FONTENELLEX,Fontenelle X,good,5,2.69,0.0,1114.35,0,,0,0,0.03410059676044331,1,0,0,2.9666197304520248,2,0,4.966619730452025
TYCHOPK04,Tycho Central Peak,good,2,1.52,0.268,146.17,0,,0,0,0.03420674557022645,1,0,0,2.9665158238867626,2,0,4.966515823886763
LICHTENBER11,Lichtenberg,good,2,1.15,0.647,115.27,0,,0,0,0.03470113646221914,0,0,0,2.966031876307994,2,0,4.966031876307994
FRSHCRATR22,Diviner Cold Spot - 160m Crater West of Kunowsky,good,5,1.69,0.121,518.25,0,,0,0,0.03473227206946455,2,0,0,2.9660013983967217,2,0,4.966001398396722
NEWCRATER11,Unamed new 22m crater north of Romer,good,5,2.28,0.228,858.34,0,,0,0,0.03495118484516625,3,0,0,2.9657871098459454,2,0,4.965787109845945
GRUITHMARE1,Mare SW of Gruithuisen Domes,good,3,1.68,0.444,399.39,0,,0,0,0.03505345652119482,2,0,0,2.965686998515433,2,0,4.965686998515433
HERODOTUSA2,Aristarchus Ejecta NW of Herodotus A,good,4,2.0,0.191,588.98,0,,0,0,0.03565486094604231,1,0,0,2.965098297914391,2,0,4.965098297914391
GODDARDA02,Goddard A,good,2,1.51,0.262,189.95,0,,0,0,0.03685180310608055,1,0,0,2.963926639476385,2,0,4.9639266394763855
GIORDNBRN13,Giordano Bruno,good,3,2.31,0.336,483.49,0,,0,0,0.03722931187821878,1,0,0,2.963557105046849,2,0,4.963557105046849
ORIENTIRR1,Orientale Inner Rook Ring,good,3,1.77,0.177,239.47,0,,0,0,0.0375829957823527,1,0,0,2.963210892218443,2,0,4.963210892218443
APOLLO17_2,Apollo 17,good,2,1.03,0.308,129.69,0,,0,0,0.038553473667977484,1,0,0,2.9622609143151215,2,0,4.962260914315122
COPRNEJCT02,Copernicus South Ejecta,good,3,2.11,0.303,438.09,0,,0,0,0.038804811796662786,2,0,0,2.962014885351402,2,0,4.962014885351402
LICHTENBER1,Lichtenberg,good,2,0.93,0.647,127.55,0,,0,0,0.03920031360250882,1,0,0,2.961627737965724,2,0,4.961627737965724
GIORDNBRN11,Giordano Bruno,good,3,2.56,0.336,555.42,0,,0,0,0.039609664758201005,1,0,0,2.9612270337782642,2,0,4.961227033778265
LOWELL2,Lowell Crater,good,5,0.7,0.0,377.34,0,,0,0,0.03975194784544443,2,0,0,2.9610877562214033,2,0,4.961087756221403
MARIUS2,Marius,good,2,0.95,0.513,125.41,0,,0,0,0.03986922892911251,1,0,0,2.960972952535907,2,0,4.960972952535907
ALDROVANDI,Aldrovandi,good,5,2.5,0.298,672.74,0,,0,0,0.04013437583613283,3,0,0,2.9607134064849,2,0,4.9607134064849
MARIUS6,Marius Hills,good,2,0.78,0.416,123.64,0,,0,0,0.04043998705920414,1,0,0,2.960414250869687,2,0,4.960414250869687
LICHTENBER4,Lichtenberg,good,2,0.99,0.647,97.85,0,,0,0,0.040878896269800714,1,0,0,2.959984612999719,2,0,4.959984612999719
IMBRIUM1,Mare Imbrium,good,5,3.68,0.251,1049.88,0,,0,0,0.04095706175943917,3,0,0,2.959908098646266,2,0,4.959908098646266
MESSIER2,Messier Crater,good,5,1.43,0.377,413.92,0,,0,0,0.04107073830691921,2,0,0,2.959796823356193,2,0,4.959796823356193
COPERNGRAB,Copernicus Graben,good,5,1.86,0.0,508.99,0,,0,0,0.04125817796027427,3,0,0,2.9596133431022573,2,0,4.959613343102257
FLAMSTDVNT,Flamsteed Vent,good,3,2.87,0.147,434.77,0,,0,0,0.04140120063481841,2,0,0,2.9594733415808383,2,0,4.959473341580838
ALPETRAGB01,Alpetragius B,good,3,2.75,0.258,385.46,0,,0,0,0.041508846572925855,2,0,0,2.9593679695119857,2,0,4.959367969511986
ORIENTALE2,Orientale Plains (2),good,2,0.99,0.0,144.16,0,,0,0,0.041620421753607105,1,0,0,2.9592587512002893,2,0,4.95925875120029
APOLLO17_4,Apollo 17,good,2,0.83,0.308,119.59,0,,0,0,0.04180951584580651,1,0,0,2.9590736514552063,2,0,4.959073651455206
GRUITHUISE4,Gruithuisen Domes,good,2,1.22,0.609,142.79,0,,0,0,0.04201974928216262,2,0,0,2.958867858904921,2,0,4.958867858904921
LICHTENBER5,Lichtenberg,good,2,1.08,0.647,142.44,0,,0,0,0.04212299915754002,1,0,0,2.9587667900381476,2,0,4.958766790038148
DORSUMNICOL,Dorsum Nicol,good,5,4.22,0.258,497.19,0,,0,0,0.04223737404211669,2,0,0,2.9586548311623684,2,0,4.958654831162368
LUNA16,Luna 16,good,2,0.82,0.177,117.31,0,,0,0,0.04262211235188816,1,0,0,2.9582782199090283,2,0,4.958278219909028
SOSIRILLE,Sosigenes Graben,good,2,0.72,0.353,116.57,0,,0,0,0.042892682508364074,1,0,0,2.9580133651670932,2,0,4.958013365167093
FRESHMELT2,Fresh Impact Melt near Virtanen,good,2,1.52,1.23,184.43,0,,0,0,0.04337689096134034,1,0,0,2.9575393849376184,2,0,4.957539384937618
KINGEJECTA,King Crater Ejecta,good,5,1.78,0.356,552.39,0,,0,0,0.043447564220930865,2,0,0,2.9574702045513765,2,0,4.9574702045513765
RILLERDGE,Rille-Ridge,good,5,4.67,0.294,894.73,0,,0,0,0.043588568618465905,3,0,0,2.9573321786736995,2,0,4.957332178673699
GLUSHKO,Melt Ponds NW of Glushko,good,5,2.25437,0.372,659.55,0,,0,0,0.043969373057387615,2,0,0,2.9569594181937124,2,0,4.956959418193712
LOWELL,Lowell Crater,good,5,1.87,1.32,811.01,0,,0,0,0.0443890950789756,2,0,0,2.956548562210333,2,0,4.956548562210333
NEARLENTS1,Fresh Crater near Lents Crater (Pierazzo Crater),good,2,1.2,0.0,177.53,0,,0,0,0.04506280628626148,1,0,0,2.9558890822060775,2,0,4.9558890822060775
NEWCRATER6,Unnamed New 50m Crater,good,3,1.95,0.238,243.11,0,,0,0,0.0452470075274567,1,0,0,2.955708771957393,2,0,4.955708771957394
NRTHCRISM02,Eimmart C in North Mare Crisium,good,4,1.95,0.275,524.27,0,,0,0,0.045777938848303355,2,0,0,2.955189055815009,2,0,4.9551890558150085
BYRGIUSFLW1,Flow South of Byrgius R,good,2,1.71,0.142,216.26,0,,0,0,0.04624063627115509,2,0,0,2.954736132225359,2,0,4.954736132225359
APOLLO17_3,Apollo 17,good,2,0.93,0.308,107.56,0,,0,0,0.04648568240981778,1,0,0,2.95449626234221,2,0,4.95449626234221
REINER10,Reiner Gamma,good,3,1.63,0.307,235.76,0,,0,0,0.046657617916525285,2,0,0,2.954327958731599,2,0,4.954327958731599
MARIUSDOME1,Dome in Marius Hills,good,3,2.47,0.226,360.81,0,,0,0,0.047116210748039136,2,0,0,2.95387905302956,2,0,4.95387905302956
CHAUCERP01,East of Chaucer P,good,5,2.04,0.282,610.95,0,,0,0,0.047467059497503884,3,0,0,2.9535356154671626,2,0,4.953535615467162
SERENRIDGE1,Wrinkle Ridge in SE Mare Serenitatis,good,5,1.9,0.199,505.2,0,,0,0,0.047505938242280284,2,0,0,2.9534975579812643,2,0,4.953497557981264
GIORDNBRN15,Giordano Bruno,good,3,1.62,0.336,335.37,0,,0,0,0.04770850105853237,1,0,0,2.9532992740200075,2,0,4.953299274020008
REINERPHOT2,Wrinkle Ridge in SW Reiner Gamma,good,3,2.78,0.25,415.6,0,,0,0,0.04812319538017324,2,0,0,2.952893339533475,2,0,4.952893339533475
RUMKERDOM10,Rumker Domes,good,5,3.25,0.206,823.95,0,,0,0,0.04854663511135384,2,0,0,2.952478844371897,2,0,4.952478844371897
LOWELL1,Lowell Crater,good,5,1.87,1.32,493.66,0,,0,0,0.04861645667058299,2,0,0,2.952410497695043,2,0,4.952410497695043
CRISHORSE05,Crisium Horseshoe,good,4,1.65,0.677,443.25,0,,0,0,0.049633389734912575,3,0,0,2.9514150459134205,2,0,4.9514150459134205
RUMKERDOME6,Rumker Domes,good,5,2.67,0.206,1023.62,0,,0,0,0.04982317656943006,4,0,0,2.951229268059228,2,0,4.951229268059228
DARWINC,Darwin C,good,2,1.89,0.451,219.9,0,,0,0,0.05002273760800364,1,0,0,2.9510339224673117,2,0,4.951033922467312
COPRNICUS01,Copernicus NE Melt Pond,good,5,5.0,0.63,497.7,0,,0,0,0.05023106288929074,3,0,0,2.9508299977649997,2,0,4.950829997765
BRAYLEYG01,Brayley G and Dorsum Arduino,good,4,2.41,0.234,669.36,0,,0,0,0.05079478905222899,2,0,0,2.9502781795255038,2,0,4.950278179525504
HSCARP5,Highland Scarp,good,2,1.36,0.11,137.53,0,,0,0,0.050897985893986766,1,0,0,2.9501771625720883,2,0,4.950177162572088
GIORDNBRNO,Giordano Bruno,good,3,2.78,0.336,2239.1,0,,0,0,0.05135992139698987,3,0,0,2.9497249848078004,2,0,4.9497249848078
LINNECRATER,Linne Crater,good,2,0.98,0.171,135.75,0,,0,0,0.05156537753222836,1,0,0,2.9495238686448566,2,0,4.949523868644857
WEBBUMOUND,Mound SW of Webb U,good,3,3.21,0.151,502.27,0,,0,0,0.05176498695920521,2,0,0,2.9493284756866744,2,0,4.9493284756866744
WIENERF,Wiener F Impact Melt,good,2,1.9,0.305,190.95,0,,0,0,0.052369730295888976,1,0,0,2.9487365067036198,2,0,4.94873650670362
MARIUSVOLC1,Marius Hills Volcanic Complex,good,2,0.83,0.1,133.29,0,,0,0,0.05251706804711532,2,0,0,2.948592281255453,2,0,4.948592281255452
ALDROVANDI2,Dorsa Aldrovandi,good,3,3.41,0.148,454.19,0,,0,0,0.05284132191373654,2,0,0,2.948274876796351,2,0,4.948274876796351
LARMORQ4,Larmor Q,good,5,3.86,0.558,1057.43,0,,0,0,0.05295858827534683,3,0,0,2.9481600875219303,2,0,4.948160087521931
NECHO2,Necho Crater,good,5,1.47,0.987,602.09,0,,0,0,0.05314820043515089,2,0,0,2.9479744806526926,2,0,4.947974480652693
MNDLSHTMLS,Mandelshtam Lobate Scarp,good,2,2.0,0.0,186.44,0,,0,0,0.053636558678395195,2,0,0,2.9474964382914406,2,0,4.947496438291441
CHANGE3,Chang'e 3 Landing Site,good,5,4.36,0.357,1113.49,0,,0,0,0.053884633000745405,3,0,0,2.947253604190731,2,0,4.947253604190731
HERODOTUSA,Herodotus A,good,5,2.46,0.249,647.4,0,,0,0,0.05406240345999382,2,0,0,2.947079588882757,2,0,4.947079588882756
TYCHOPK05,Tycho Central Peak,good,2,1.44,0.268,110.23,0,,0,0,0.05443164292842239,1,0,0,2.946718149079504,2,0,4.946718149079504
COPRNEJCT,Copernicus South Ejecta,good,5,5.0,0.303,1042.44,0,,0,0,0.05467940600897893,4,0,0,2.9464756196460424,2,0,4.946475619646042
APOLLO15_2,Apollo 15 Landing Site,good,5,2.71,0.193,633.59,0,,0,0,0.05524077084549945,2,0,0,2.9459261128532592,2,0,4.945926112853259
MONSHADLEY1,Mons Hadley,good,3,1.28,0.239,324.35,0,,0,0,0.055495606597811005,3,0,0,2.9456766601483,2,0,4.9456766601483
FRSHCRATER8,Thiel Crater,good,5,1.77,0.177,197.73,0,,0,0,0.055631416578162146,2,0,0,2.9455437189630396,2,0,4.945543718963039
LICHTENBER10,Lichtenberg,good,2,1.2,0.647,125.06,0,,0,0,0.055973132896209817,1,0,0,2.9452092209222718,2,0,4.945209220922272
APOLLO17_10,Apollo 17,good,3,1.78,0.308,444.21,0,,0,0,0.05627968753517481,2,0,0,2.944909141819501,2,0,4.944909141819501
APOLLO15,Apollo 15 Landing Site,good,2,1.06,0.478,122.96,0,,0,0,0.05692908262849707,2,0,0,2.944273464285453,2,0,4.944273464285454
RIPHDARNEY1,Photometry site northwest of Darney and south of Montes Riphaeus,good,3,2.11,0.331,260.73,0,,0,0,0.05753077896674721,1,0,0,2.9436844779372695,2,0,4.9436844779372695
LOBACHVSKY,Lobachevskiy,good,5,1.98,0.358,903.64,0,,0,0,0.05754504006020097,3,0,0,2.9436705180893856,2,0,4.943670518089386
ROSSECRTR2,Rosse Crater,good,3,2.24,0.299,293.89,0,,0,0,0.057844771853414544,2,0,0,2.9433771177093315,2,0,4.943377117709332
LUNA24,Luna 23 and 24 Landing Site,good,2,1.01,0.657,136.87,0,,0,0,0.05844962373054723,2,0,0,2.9427850424785924,2,0,4.942785042478592
LAPLACEA,Laplace A,good,5,3.46,0.295,1313.05,0,,0,0,0.05864209283728723,3,0,0,2.9425966390114104,2,0,4.942596639011411
MRINGENII4,Mare Ingenii,good,2,2.19,0.517,238.44,0,,0,0,0.05871498070793491,1,0,0,2.9425252907946593,2,0,4.942525290794659
CRSIUMHLLS1,Crisium Dark Hills,good,5,3.16,0.177,915.68,0,,0,0,0.05897256683557575,3,0,0,2.942273145812187,2,0,4.942273145812187
EULERCONES,Euler Cones,good,5,2.69,0.25,760.78,0,,0,0,0.05914981992165935,3,0,0,2.942099636948596,2,0,4.942099636948596
AESTUUM3,Sinus Aestuum Photometric Site,good,3,2.5,0.219,320.6,0,,0,0,0.05926388022457891,3,0,0,2.9419879860093783,2,0,4.941987986009378
LIEBIGJ1,Liebig J,good,5,2.69,0.375,368.7,0,,0,0,0.059669107675617034,2,0,0,2.941591318419104,2,0,4.941591318419103
PLANCKFLOOR,Fractures on the floor of Planck Crater,good,2,3.05,0.257,217.24,0,,0,0,0.05984164978825262,2,0,0,2.9414224210162634,2,0,4.941422421016263
LARMORQ,Larmor Q,good,5,5.0,0.558,2001.89,0,,0,0,0.060442881477004225,3,0,0,2.9408338895025103,2,0,4.94083388950251
APOLLO11,Apollo 11 Landing Site,good,2,0.77,1.34,114.61,0,,0,0,0.06107669487828287,1,0,0,2.940213464519146,2,0,4.940213464519146
SULPICIUS2,Sulpicius Gallus,good,2,0.84,0.71,162.58,0,,0,0,0.0615081805880182,2,0,0,2.9397910933390095,2,0,4.939791093339009
SLIPHER1,Slipher Lobate Scarp,good,2,1.47,0.24,162.15,0,,0,0,0.061671292013567684,2,0,0,2.939631427413236,2,0,4.939631427413236
PLATOT,Plato T Wrinkle Ridge,good,5,4.706,0.264,1146.44,0,,0,0,0.06193084679529674,4,0,0,2.9393773553617275,2,0,4.939377355361728
SCHLUTER,Schluter Crater,good,5,3.06,0.157,434.85,0,,0,0,0.06209037599172128,2,0,0,2.9392211959955192,2,0,4.939221195995519
TYCHOPK01,Tycho Central Peak,good,2,1.5,0.268,159.14,0,,0,0,0.06283775292195552,1,0,0,2.93848960635325,2,0,4.93848960635325
MANILUS,Manilus-1 IMP west of Manilius Crater,good,5,2.16,0.135,616.75,0,,0,0,0.06323469801378193,2,0,0,2.938101046168981,2,0,4.938101046168981
SULPICIUS3,Sulpicius Gallus,good,2,0.87,0.71,126.37,0,,0,0,0.06330616443776213,1,0,0,2.938031089372833,2,0,4.938031089372833
LARMORQ5,Larmor Q,good,5,1.54,0.558,1089.9,0,,0,0,0.063308560418387,3,0,0,2.938028744003934,2,0,4.938028744003934
CHAUCERP,East of Chaucer P,good,5,3.16,0.282,1056.8,0,,0,0,0.06339894019682059,3,0,0,2.9379402733713817,2,0,4.937940273371382
LICHTENBER3,Lichtenberg,good,2,0.91,0.647,124.49,0,,0,0,0.0642621897341152,1,0,0,2.9370952587681334,2,0,4.937095258768133
APOLLO17_2M,Apollo 17,good,2,1.03,0.308,667.3,0,,0,0,0.06443878315600181,2,0,0,2.9369223956342596,2,0,4.93692239563426
ERATOSTHNS1,Eratosthenes,good,5,3.15,1.38,802.1,0,,0,0,0.06482982171799027,3,0,0,2.9365396172126816,2,0,4.936539617212682
LASELMASIF1,Lassell Massif,good,2,0.82,0.473,123.0,0,,0,0,0.06504065040650407,1,0,0,2.9363332419841055,2,0,4.936333241984105
CRISMNERIM1,NE Rim of Mare Crisium,good,5,2.0,0.304,567.24,0,,0,0,0.06522812213525139,2,0,0,2.9361497303323247,2,0,4.936149730332325
ATLAS,Atlas Crater,good,2,2.89,1.15,715.33,0,,0,0,0.06570394083849412,2,0,0,2.9356839626309035,2,0,4.935683962630904
NEWCRATER7,Unnamed New 70m Crater,good,3,1.94,0.155,410.93,0,,0,0,0.06570462122502616,2,0,0,2.935683296616581,2,0,4.935683296616581
CAUCHY,Cauchy-5 IMP,good,5,2.43,0.205,729.75,0,,0,0,0.065775950668037,2,0,0,2.935613473907872,2,0,4.935613473907872
GLUSHKO2,Melt Ponds NE of Glushko,good,5,2.49,0.251,751.58,0,,0,0,0.06652651746986349,2,0,0,2.9348787617755674,2,0,4.934878761775567
COPRNEJCT01,Copernicus South Ejecta,good,5,2.48,0.303,630.07,0,,0,0,0.06665926008221308,3,0,0,2.9347488231644676,2,0,4.934748823164467
KEPLRCONE01,Kepler Cones,good,5,2.2,0.2,644.17,0,,0,0,0.06675256531660897,2,0,0,2.9346574888721015,2,0,4.9346574888721015
A12LMAS,Apollo 12 Ascent Stage Impact Site,good,5,1.95,0.147,567.79,0,,0,0,0.06692615227460857,2,0,0,2.9344875686947876,2,0,4.934487568694788
APOLLO17_8,Apollo 17,good,5,2.55,0.308,671.89,0,,0,0,0.06697524892467517,3,0,0,2.9344395091424977,2,0,4.934439509142498
ROSSECRTR,Rosse Crater,good,3,2.52,0.299,625.46,0,,0,0,0.06715057717519905,2,0,0,2.9342678844550187,2,0,4.934267884455019
